label,meeting_date,meeting_no,ministry,topic,news_count,question_type,evidence_score,candidate_score,top_title,question_text
무관,2026-03-10,9,행정안전부,newspim·국힘·광역단체장,1,부처협의 확인,1,0.488,국힘 광역단체장 공천 신청 8일 마감...TK권 누가 접수했나,"수고하셨음. 제가 전에 “정부가 모범적인 사용자가 돼야 한다.”라고 했었는데, 예를 들어 최저임금만 주고 고용한다든지, 퇴직금을 안 주려고 11개월 29일만 일을 시킨다든지, 정규직 안 시키려고 1년 11개월 만에 계약 끝내고 또 한 달 뒤에 1년 11개월 계약하는 그런 것들이 있는데, 제가 여러 차례 그런 것들 하지 말고, 계속해서 쓸 때는 정식으로 고용하고, 11개월 일했으면 12개월 해서 주는 퇴직금보다 오히려 더 많이 주어야 한다고 얘기했었음. 이러한 것들이 곧바로 정부 부처는 물론이고 정부 산하 공공기관, 지방정부에 신속하게 전파돼서 시행돼야 하는데, 얼마 전 뉴스를 보니 계속 그런 것들을 하고 있었음. 심지어 딱 하루만 빼고 계약하고, 퇴직금을 안 줬다고 해서 기자가 물어보니 “우리는 못 들었다.”라고 얘기했다고 함. 모든 부처들이 각자 관련이 있을 것임. 예를 들어 산하기관은 재경부와 관계가 있고, 지방정부는 행안부와 관련이 있고, 노동부는 당연히 직접 관계가 있을 것임"
무관,2026-03-10,9,행정안전부,newspim·국힘·광역단체장,1,부처협의 확인,1,0.488,국힘 광역단체장 공천 신청 8일 마감...TK권 누가 접수했나,"오해가 있었던 것 같음. 일단 보도가 나오면 국민들은 그렇게 인지할 수밖에 없으니, 그런 것이 있으면 정확하게 설명하고 신속하게 해명해 주시기 바람. 의안심의 하기 전에 한 말씀 드리겠음. 우리가 국민으로부터 권한을 위임받고, 우리에게 온갖 일들이 주어져 있음. 각 부‧처‧청이 해야 할 일도 무궁무진하고, 조직들도 복잡하고 또 권한도 많이 나뉘어 있음. 밑으로 갈수록 세부적으로 나뉘게 되는데 이것을 소위 관료화라고 함. 그런데 권한 행사를 할 수 있는 것들은 서로 하려고 하고 부담이 되는 것들은 서로 떠밀며, 자칫 잘못하면 권한을 가지고 다툴 수도 있는데, 이것을 최소화하는 것이 정말로 중요함. 최소화해서 부담되는 일일수록 내가 하려고 하고, 권한이 있는 일일수록 다른 부처가 하더라도 협조해 주는 방향으로 가야 함. 우리 공직자들은 국가와 국민을 위해 최대한 성과와 결과물을 내야 하는 것이 의무이고, 권한을 다투면서 정작 해야 할 일을 못 하는 것은 정말로 심각한 문제임. 개별 기업"
무관,2026-03-10,9,행정안전부,newspim·국힘·광역단체장,1,대안 요구,1,0.488,국힘 광역단체장 공천 신청 8일 마감...TK권 누가 접수했나,"한 말씀 드리면, 재난 안전 분야에서 우수한 성과가 있는 공무원을 정원 외 특별 승진한다고 하면, 통상 승진을 진행한 다음 “이 사람은 우수한 성과가 있으니, 예외적으로 추가 승진을 해줘야지” 이렇게 하자는 취지 같은데, 이해는 함. 그런데 예를 들어, 특별 승진시킬 사람은 빼놓고 정원만큼 승진시킨 다음에 그 사람을 또 특별 승진시키면 결국은 특별 승진이라는 이름으로 승진 TO만 넓혀주는 결과가 되는 것 아닌지? 개정 취지는 좋은데, 우리가 제도를 설계할 때는 언제나 악용 가능성을 다 고려해 봐야 함."
무관,2026-03-10,9,행정안전부,밀양시·똑똑·안부살핌,1,부처협의 확인,1,0.488,"밀양시, 우체국 손잡고 고립가구 '똑똑 돌봄' 나선다","수고하셨음. 제가 전에 “정부가 모범적인 사용자가 돼야 한다.”라고 했었는데, 예를 들어 최저임금만 주고 고용한다든지, 퇴직금을 안 주려고 11개월 29일만 일을 시킨다든지, 정규직 안 시키려고 1년 11개월 만에 계약 끝내고 또 한 달 뒤에 1년 11개월 계약하는 그런 것들이 있는데, 제가 여러 차례 그런 것들 하지 말고, 계속해서 쓸 때는 정식으로 고용하고, 11개월 일했으면 12개월 해서 주는 퇴직금보다 오히려 더 많이 주어야 한다고 얘기했었음. 이러한 것들이 곧바로 정부 부처는 물론이고 정부 산하 공공기관, 지방정부에 신속하게 전파돼서 시행돼야 하는데, 얼마 전 뉴스를 보니 계속 그런 것들을 하고 있었음. 심지어 딱 하루만 빼고 계약하고, 퇴직금을 안 줬다고 해서 기자가 물어보니 “우리는 못 들었다.”라고 얘기했다고 함. 모든 부처들이 각자 관련이 있을 것임. 예를 들어 산하기관은 재경부와 관계가 있고, 지방정부는 행안부와 관련이 있고, 노동부는 당연히 직접 관계가 있을 것임"
무관,2026-03-10,9,행정안전부,밀양시·똑똑·안부살핌,1,부처협의 확인,1,0.488,"밀양시, 우체국 손잡고 고립가구 '똑똑 돌봄' 나선다","오해가 있었던 것 같음. 일단 보도가 나오면 국민들은 그렇게 인지할 수밖에 없으니, 그런 것이 있으면 정확하게 설명하고 신속하게 해명해 주시기 바람. 의안심의 하기 전에 한 말씀 드리겠음. 우리가 국민으로부터 권한을 위임받고, 우리에게 온갖 일들이 주어져 있음. 각 부‧처‧청이 해야 할 일도 무궁무진하고, 조직들도 복잡하고 또 권한도 많이 나뉘어 있음. 밑으로 갈수록 세부적으로 나뉘게 되는데 이것을 소위 관료화라고 함. 그런데 권한 행사를 할 수 있는 것들은 서로 하려고 하고 부담이 되는 것들은 서로 떠밀며, 자칫 잘못하면 권한을 가지고 다툴 수도 있는데, 이것을 최소화하는 것이 정말로 중요함. 최소화해서 부담되는 일일수록 내가 하려고 하고, 권한이 있는 일일수록 다른 부처가 하더라도 협조해 주는 방향으로 가야 함. 우리 공직자들은 국가와 국민을 위해 최대한 성과와 결과물을 내야 하는 것이 의무이고, 권한을 다투면서 정작 해야 할 일을 못 하는 것은 정말로 심각한 문제임. 개별 기업"
무관,2026-03-10,9,행정안전부,밀양시·똑똑·안부살핌,1,대안 요구,1,0.488,"밀양시, 우체국 손잡고 고립가구 '똑똑 돌봄' 나선다","한 말씀 드리면, 재난 안전 분야에서 우수한 성과가 있는 공무원을 정원 외 특별 승진한다고 하면, 통상 승진을 진행한 다음 “이 사람은 우수한 성과가 있으니, 예외적으로 추가 승진을 해줘야지” 이렇게 하자는 취지 같은데, 이해는 함. 그런데 예를 들어, 특별 승진시킬 사람은 빼놓고 정원만큼 승진시킨 다음에 그 사람을 또 특별 승진시키면 결국은 특별 승진이라는 이름으로 승진 TO만 넓혀주는 결과가 되는 것 아닌지? 개정 취지는 좋은데, 우리가 제도를 설계할 때는 언제나 악용 가능성을 다 고려해 봐야 함."
무관,2026-03-10,9,행정안전부,ai·국민비서·카카오,1,부처협의 확인,1,0.488,'AI 국민비서 서비스 시연합니다',"수고하셨음. 제가 전에 “정부가 모범적인 사용자가 돼야 한다.”라고 했었는데, 예를 들어 최저임금만 주고 고용한다든지, 퇴직금을 안 주려고 11개월 29일만 일을 시킨다든지, 정규직 안 시키려고 1년 11개월 만에 계약 끝내고 또 한 달 뒤에 1년 11개월 계약하는 그런 것들이 있는데, 제가 여러 차례 그런 것들 하지 말고, 계속해서 쓸 때는 정식으로 고용하고, 11개월 일했으면 12개월 해서 주는 퇴직금보다 오히려 더 많이 주어야 한다고 얘기했었음. 이러한 것들이 곧바로 정부 부처는 물론이고 정부 산하 공공기관, 지방정부에 신속하게 전파돼서 시행돼야 하는데, 얼마 전 뉴스를 보니 계속 그런 것들을 하고 있었음. 심지어 딱 하루만 빼고 계약하고, 퇴직금을 안 줬다고 해서 기자가 물어보니 “우리는 못 들었다.”라고 얘기했다고 함. 모든 부처들이 각자 관련이 있을 것임. 예를 들어 산하기관은 재경부와 관계가 있고, 지방정부는 행안부와 관련이 있고, 노동부는 당연히 직접 관계가 있을 것임"
무관,2026-03-10,9,행정안전부,ai·국민비서·카카오,1,부처협의 확인,1,0.488,'AI 국민비서 서비스 시연합니다',"오해가 있었던 것 같음. 일단 보도가 나오면 국민들은 그렇게 인지할 수밖에 없으니, 그런 것이 있으면 정확하게 설명하고 신속하게 해명해 주시기 바람. 의안심의 하기 전에 한 말씀 드리겠음. 우리가 국민으로부터 권한을 위임받고, 우리에게 온갖 일들이 주어져 있음. 각 부‧처‧청이 해야 할 일도 무궁무진하고, 조직들도 복잡하고 또 권한도 많이 나뉘어 있음. 밑으로 갈수록 세부적으로 나뉘게 되는데 이것을 소위 관료화라고 함. 그런데 권한 행사를 할 수 있는 것들은 서로 하려고 하고 부담이 되는 것들은 서로 떠밀며, 자칫 잘못하면 권한을 가지고 다툴 수도 있는데, 이것을 최소화하는 것이 정말로 중요함. 최소화해서 부담되는 일일수록 내가 하려고 하고, 권한이 있는 일일수록 다른 부처가 하더라도 협조해 주는 방향으로 가야 함. 우리 공직자들은 국가와 국민을 위해 최대한 성과와 결과물을 내야 하는 것이 의무이고, 권한을 다투면서 정작 해야 할 일을 못 하는 것은 정말로 심각한 문제임. 개별 기업"
무관,2026-03-10,9,행정안전부,ai·국민비서·카카오,1,대안 요구,1,0.488,'AI 국민비서 서비스 시연합니다',"한 말씀 드리면, 재난 안전 분야에서 우수한 성과가 있는 공무원을 정원 외 특별 승진한다고 하면, 통상 승진을 진행한 다음 “이 사람은 우수한 성과가 있으니, 예외적으로 추가 승진을 해줘야지” 이렇게 하자는 취지 같은데, 이해는 함. 그런데 예를 들어, 특별 승진시킬 사람은 빼놓고 정원만큼 승진시킨 다음에 그 사람을 또 특별 승진시키면 결국은 특별 승진이라는 이름으로 승진 TO만 넓혀주는 결과가 되는 것 아닌지? 개정 취지는 좋은데, 우리가 제도를 설계할 때는 언제나 악용 가능성을 다 고려해 봐야 함."
무관,2026-03-10,9,행정안전부,ai·국민비서·윤호중,1,부처협의 확인,1,0.488,AI 국민비서 서비스 시연하는 윤호중 장관,"수고하셨음. 제가 전에 “정부가 모범적인 사용자가 돼야 한다.”라고 했었는데, 예를 들어 최저임금만 주고 고용한다든지, 퇴직금을 안 주려고 11개월 29일만 일을 시킨다든지, 정규직 안 시키려고 1년 11개월 만에 계약 끝내고 또 한 달 뒤에 1년 11개월 계약하는 그런 것들이 있는데, 제가 여러 차례 그런 것들 하지 말고, 계속해서 쓸 때는 정식으로 고용하고, 11개월 일했으면 12개월 해서 주는 퇴직금보다 오히려 더 많이 주어야 한다고 얘기했었음. 이러한 것들이 곧바로 정부 부처는 물론이고 정부 산하 공공기관, 지방정부에 신속하게 전파돼서 시행돼야 하는데, 얼마 전 뉴스를 보니 계속 그런 것들을 하고 있었음. 심지어 딱 하루만 빼고 계약하고, 퇴직금을 안 줬다고 해서 기자가 물어보니 “우리는 못 들었다.”라고 얘기했다고 함. 모든 부처들이 각자 관련이 있을 것임. 예를 들어 산하기관은 재경부와 관계가 있고, 지방정부는 행안부와 관련이 있고, 노동부는 당연히 직접 관계가 있을 것임"
무관,2026-03-10,9,행정안전부,ai·국민비서·윤호중,1,부처협의 확인,1,0.488,AI 국민비서 서비스 시연하는 윤호중 장관,"오해가 있었던 것 같음. 일단 보도가 나오면 국민들은 그렇게 인지할 수밖에 없으니, 그런 것이 있으면 정확하게 설명하고 신속하게 해명해 주시기 바람. 의안심의 하기 전에 한 말씀 드리겠음. 우리가 국민으로부터 권한을 위임받고, 우리에게 온갖 일들이 주어져 있음. 각 부‧처‧청이 해야 할 일도 무궁무진하고, 조직들도 복잡하고 또 권한도 많이 나뉘어 있음. 밑으로 갈수록 세부적으로 나뉘게 되는데 이것을 소위 관료화라고 함. 그런데 권한 행사를 할 수 있는 것들은 서로 하려고 하고 부담이 되는 것들은 서로 떠밀며, 자칫 잘못하면 권한을 가지고 다툴 수도 있는데, 이것을 최소화하는 것이 정말로 중요함. 최소화해서 부담되는 일일수록 내가 하려고 하고, 권한이 있는 일일수록 다른 부처가 하더라도 협조해 주는 방향으로 가야 함. 우리 공직자들은 국가와 국민을 위해 최대한 성과와 결과물을 내야 하는 것이 의무이고, 권한을 다투면서 정작 해야 할 일을 못 하는 것은 정말로 심각한 문제임. 개별 기업"
무관,2026-03-10,9,행정안전부,ai·국민비서·윤호중,1,대안 요구,1,0.488,AI 국민비서 서비스 시연하는 윤호중 장관,"한 말씀 드리면, 재난 안전 분야에서 우수한 성과가 있는 공무원을 정원 외 특별 승진한다고 하면, 통상 승진을 진행한 다음 “이 사람은 우수한 성과가 있으니, 예외적으로 추가 승진을 해줘야지” 이렇게 하자는 취지 같은데, 이해는 함. 그런데 예를 들어, 특별 승진시킬 사람은 빼놓고 정원만큼 승진시킨 다음에 그 사람을 또 특별 승진시키면 결국은 특별 승진이라는 이름으로 승진 TO만 넓혀주는 결과가 되는 것 아닌지? 개정 취지는 좋은데, 우리가 제도를 설계할 때는 언제나 악용 가능성을 다 고려해 봐야 함."
